conf_join_type,use_points,type_code,use_api_count,status,use_grade,released_time,catalogStatistic,update_time,use_scores,conf_extend_field,conf_cata_magnitude,conf_datafile_sample_num,contact_name,cata_id,cata_code,creator_name,contact_email,group_id,cata_title,cataLogConfigures,contact_phone,cata_type,subject_cata_type,file_count,cata_version,cataLogGroups,conf_download_enable,cata_tags,conf_data_update_time,open_scope,region_code,audience_type,use_comments,conf_offline_time,conf_released_time,deleteColumnIds,task_count,data_count,use_task_count,conf_update_time,cataLogIndustrys,conf_contact_ispublic,link_id,standard_id,cata_logo,shared_type,org_name,conf_create_time,use_file_count,conf_use_type,conf_update_cycle,description,api_count,apply_count,conf_is_view,cata_encryption_level,conf_update_cycle_user,use_favs,conf_data_scope,shared_scope,creator,group_name,use_visit,columns,conf_datafile_type,open_type,use_data_count,cata_items,conf_datafile_generate_rule,org_code,group_type,parent_id,cata_language,conf_catalog_format,conf_status,conf_datafile_update_time 
,2,,0,0,,2017-04-13 09:45:12,10,2017-04-13 09:45:12,,0.0,,2017-09-23 14:56:47,"['2017-04-13 09:44:56', '2017-04-13 09:42:59', None]",,,,无条件开放,0,,http://www.fsdata.gov.cn/rcservice/doc?doc_id=2609,0,"['子属性：', 'description', 'link_id', 'group_id', 'update_time', 'group_type', 'cata_id', 'group_name']",,,4406003041,,4,2,0,,48240,5,产品质量监督抽查合格信息,,,市质量技术监督局,,公共安全,"['48230', '48230', None]",0,10,,0,企业名称|产品名称|型号规格|生产日期/批号|抽查日期|抽查类别|抽查结果|备注,['子元素：'],,,2017-04-13 09:44:56,"1,2,3,",sub-6,,2,"['子属性：', 'task_count', 'use_data_count', 'use_comments', 'api_count', 'data_count', 'use_points', 'use_task_count', 'use_favs', 'use_api_count', 'apply_count', 'use_grade', 'audience_type', 'update_time', 'file_count', 'cata_id', 'use_file_count', 'use_scores', 'use_visit']",19,2017-10-11 14:00:07,,"[None, '产品质量监督抽查合格信息，包括企业名称、产品名称、型号规格、生产日期/批号、抽查日期、抽查类别、抽查结果、备注等内容。']",,2017-02-21 10:44:06,2,4238,"1,2,3,4,",,,1,1,440600,"生产日期,生产日期/批号,抽查结果,监督,型号,型号规格,结果,合格,企业名称,类别,抽查类别,抽查,信息,产品名称,产品质量,规格,日期,备注,抽查日期,批号",,,59,FS_KF_ZW_SZJJ_003,1,4,0,0
,2,,0,0,,2017-04-13 19:01:49,10,2017-04-13 19:01:49,,0.0,,2017-09-23 14:56:47,"['2017-04-13 19:01:04', '2017-04-13 18:59:11', None]",,,,无条件开放,0,,http://www.fsdata.gov.cn/rcservice/doc?doc_id=2619,0,"['子属性：', 'description', 'link_id', 'group_id', 'update_time', 'group_type', 'cata_id', 'group_name']",,,4406003017,,4,2,0,,40117,1,非物质文化遗产,,,市文化广电新闻出版局（版权局）,,文化休闲,"['40109', '40109', None]",0,10,,0,项目名称|项目类别|备注,['子元素：'],,,2017-04-13 19:01:04,"1,2,3,",sub-7,,2,"['子属性：', 'task_count', 'use_data_count', 'use_comments', 'api_count', 'data_count', 'use_points', 'use_task_count', 'use_favs', 'use_api_count', 'apply_count', 'use_grade', 'audience_type', 'update_time', 'file_count', 'cata_id', 'use_file_count', 'use_scores', 'use_visit']",27,2017-10-11 14:00:04,,"[None, '非物质文化遗产，包括项目名称、项目类别、备注等内容。']",,2017-02-20 09:57:58,2,14,"1,2,3,4,",,,1,1,440600,"包括,内容,项目类别,申报地域,文化遗产,项目,保护单位,地域,申报,项目名称,单位,类别,传承,名称,保护,非物质,代表性传承人,备注,代表性",,,65,FS_KF_ZW_SWGXJ_014,1,4,0,0
,2,,0,0,,2017-04-13 19:10:53,10,2017-04-13 19:10:53,,0.0,,2017-09-23 14:56:47,"['2017-04-13 17:40:09', '2017-04-13 17:39:18', None]",,,,无条件开放,0,,http://www.fsdata.gov.cn/rcservice/doc?doc_id=2617,0,"['子属性：', 'description', 'link_id', 'group_id', 'update_time', 'group_type', 'cata_id', 'group_name']",,,4406003017,,4,2,0,,40146,1,博物馆名录一览表,,,市文化广电新闻出版局（版权局）,,文化休闲,"['40139', '40139', None]",0,10,,0,单位名称|单位地址|经度|纬度,['子元素：'],,,2017-04-13 17:40:09,"1,2,3,4,",sub-7,,2,"['子属性：', 'task_count', 'use_data_count', 'use_comments', 'api_count', 'data_count', 'use_points', 'use_task_count', 'use_favs', 'use_api_count', 'apply_count', 'use_grade', 'audience_type', 'update_time', 'file_count', 'cata_id', 'use_file_count', 'use_scores', 'use_visit']",23,2017-10-11 14:00:04,,"[None, '博物馆名录一览表，包括单位名称、单位地址、经度、纬度等内容。']",,2017-03-06 16:11:26,2,17,"1,2,3,4,",,,1,1,440600,"标准,收费标准,包括,收费,单位名称,一览表,内容,开放,联系电话,单位地址,时间,博物馆,名录,开放时间,经度,纬度",,2017-04-13 19:10:04,70,FS_KF_ZW_SWGXJ_015,1,4,0,0
,2,,0,0,,2017-04-13 15:47:41,10,2017-04-13 15:47:41,,0.0,,2017-09-23 14:56:47,"['2017-04-13 15:47:26', '2017-04-13 15:46:07', None]",,,,无条件开放,0,,http://www.fsdata.gov.cn/rcservice/doc?doc_id=2616,0,"['子属性：', 'description', 'link_id', 'group_id', 'update_time', 'group_type', 'cata_id', 'group_name']",,,4406003041,,4,2,0,,48187,6,工业产品生产许可（市级发证）信息,,,市质量技术监督局,,公共安全,"['48174', '48174', None]",0,10,,0,行政许可决定书文号|项目名称|审批类别|许可内容|行政相对人名称|行政相对人代码|法定代表人姓名|许可决定日期|许可截止期|当前状态|许可机关,['子元素：'],,,2017-04-13 15:47:26,"1,2,3,",sub-6,,2,"['子属性：', 'task_count', 'use_data_count', 'use_comments', 'api_count', 'data_count', 'use_points', 'use_task_count', 'use_favs', 'use_api_count', 'apply_count', 'use_grade', 'audience_type', 'update_time', 'file_count', 'cata_id', 'use_file_count', 'use_scores', 'use_visit']",25,2017-10-11 14:00:04,,"[None, '工业产品生产许可（市级发证）信息，包括行政许可决定书文号、项目名称、审批类别、许可内容、行政相对人名称、行政相对人代码、法定代表人姓名、许可决定日期、许可截止期、当前状态、许可机关等内容。']",,2017-02-21 10:42:30,2,113,"1,2,3,4,",,,1,1,440600,"许可内容,当前,姓名,许可机关,行政,当前状态,代码,截止,机关,行政相对人名称,书文,许可截止期,名称,信息,市级,审批,行政相对人代码,状态,项目,相对,法定代表,决定,生产,项目名称,许可决定日期,工业,类别,法定代表人姓名,发证,产品,人名,日期,许可,行政许可决定书文号,审批类别",,,57,FS_KF_ZW_SZJJ_002,1,4,0,0
,2,,0,0,,2017-04-13 18:34:58,10,2017-04-13 18:34:58,,0.0,,2017-09-23 14:56:47,"['2017-04-13 15:44:52', '2017-04-13 15:43:28', None]",,,,无条件开放,0,,http://www.fsdata.gov.cn/rcservice/doc?doc_id=2611,0,"['子属性：', 'description', 'link_id', 'group_id', 'update_time', 'group_type', 'cata_id', 'group_name']",,,4406003041,,4,2,0,,48133,6,特种设备使用登记（跨区压力管道）信息,,,市质量技术监督局,,公共安全,"['48121', '48121', None]",0,10,,0,行政许可决定书文号|项目名称|审批类别|许可内容|行政相对人名称|行政相对人代码|法定代表人姓名|许可决定日期|许可截止期|许可机关,['子元素：'],,,2017-04-13 15:44:52,"1,2,3,",sub-6,,2,"['子属性：', 'task_count', 'use_data_count', 'use_comments', 'api_count', 'data_count', 'use_points', 'use_task_count', 'use_favs', 'use_api_count', 'apply_count', 'use_grade', 'audience_type', 'update_time', 'file_count', 'cata_id', 'use_file_count', 'use_scores', 'use_visit']",22,2017-10-11 14:00:05,,"[None, '特种设备使用登记（跨区压力管道）信息，包括行政许可决定书文号、项目名称、审批类别、许可内容、行政相对人名称、行政相对人代码、法定代表人姓名、许可决定日期、许可截止期、许可机关等内容。']",,2017-02-21 10:40:09,2,20586,"1,2,3,4,",,,1,1,440600,"许可内容,姓名,许可机关,行政,特种设备,代码,截止,机关,行政相对人名称,书文,使用,许可截止期,名称,信息,审批,行政相对人代码,项目,相对,法定代表,决定,项目名称,许可决定日期,类别,法定代表人姓名,登记,人名,管道,跨区,日期,许可,压力,行政许可决定书文号,审批类别",,2017-04-13 18:32:17,64,FS_KF_ZW_SZJJ_001,1,4,0,0
,2,,0,0,,2017-04-13 10:52:36,10,2017-04-13 10:52:36,,0.0,,2017-09-23 14:56:47,"['2017-04-13 10:51:50', '2017-04-13 10:50:30', None]",,,,无条件开放,0,,http://www.fsdata.gov.cn/rcservice/doc?doc_id=2610,0,"['子属性：', 'description', 'link_id', 'group_id', 'update_time', 'group_type', 'cata_id', 'group_name']",,,4406003041,,4,2,0,,48275,5,产品质量监督抽查不合格信息,,,市质量技术监督局,,公共安全,"['48264', '48264', None]",0,10,,0,企业名称|产品名称|型号规格|生产日期/批号|抽查日期|抽查类别|抽查结果|不合格项目|备注企业名称|产品名称|型号规格|生产日期/批号|抽查日期|抽查类别|抽查结果|不合格项目|备注,['子元素：'],,,2017-04-13 10:51:50,"1,2,3,",sub-6,,1,"['子属性：', 'task_count', 'use_data_count', 'use_comments', 'api_count', 'data_count', 'use_points', 'use_task_count', 'use_favs', 'use_api_count', 'apply_count', 'use_grade', 'audience_type', 'update_time', 'file_count', 'cata_id', 'use_file_count', 'use_scores', 'use_visit']",18,2017-10-11 14:00:07,,"[None, '产品质量监督抽查不合格信息，包括企业名称、产品名称、型号规格、生产日期/批号、抽查日期、抽查类别、抽查结果、不合格项目、备注等内容。']",,2017-02-21 10:47:15,2,337,"1,2,3,4,",,,1,1,440600,"包括,生产日期/批号,不合格,不合格项目,监督,抽查结果,企业名称,产品名称,信息,产品质量,备注企业名称,备注,抽查日期,批号,生产日期,内容,项目,型号,结果,型号规格,类别,抽查,抽查类别,规格,日期",,,61,FS_KF_ZW_SZJJ_004,1,4,0,0
,2,,0,0,,2017-04-13 09:45:12,10,2017-04-13 09:45:12,,0.0,,2017-09-23 14:56:47,"['2017-04-13 09:44:56', '2017-04-13 09:42:59', None]",,,,无条件开放,0,,http://www.fsdata.gov.cn/rcservice/doc?doc_id=2609,0,"['子属性：', 'description', 'link_id', 'group_id', 'update_time', 'group_type', 'cata_id', 'group_name']",,,4406003041,,4,2,0,,48240,5,产品质量监督抽查合格信息,,,市质量技术监督局,,公共安全,"['48230', '48230', None]",0,10,,0,企业名称|产品名称|型号规格|生产日期/批号|抽查日期|抽查类别|抽查结果|备注,['子元素：'],,,2017-04-13 09:44:56,"1,2,3,",sub-6,,2,"['子属性：', 'task_count', 'use_data_count', 'use_comments', 'api_count', 'data_count', 'use_points', 'use_task_count', 'use_favs', 'use_api_count', 'apply_count', 'use_grade', 'audience_type', 'update_time', 'file_count', 'cata_id', 'use_file_count', 'use_scores', 'use_visit']",19,2017-10-11 14:00:07,,"[None, '产品质量监督抽查合格信息，包括企业名称、产品名称、型号规格、生产日期/批号、抽查日期、抽查类别、抽查结果、备注等内容。']",,2017-02-21 10:44:06,2,4238,"1,2,3,4,",,,1,1,440600,"生产日期,生产日期/批号,抽查结果,监督,型号,型号规格,结果,合格,企业名称,类别,抽查类别,抽查,信息,产品名称,产品质量,规格,日期,备注,抽查日期,批号",,,59,FS_KF_ZW_SZJJ_003,1,4,0,0
,2,,0,0,,2017-04-13 19:01:49,10,2017-04-13 19:01:49,,0.0,,2017-09-23 14:56:47,"['2017-04-13 19:01:04', '2017-04-13 18:59:11', None]",,,,无条件开放,0,,http://www.fsdata.gov.cn/rcservice/doc?doc_id=2619,0,"['子属性：', 'description', 'link_id', 'group_id', 'update_time', 'group_type', 'cata_id', 'group_name']",,,4406003017,,4,2,0,,40117,1,非物质文化遗产,,,市文化广电新闻出版局（版权局）,,文化休闲,"['40109', '40109', None]",0,10,,0,项目名称|项目类别|备注,['子元素：'],,,2017-04-13 19:01:04,"1,2,3,",sub-7,,2,"['子属性：', 'task_count', 'use_data_count', 'use_comments', 'api_count', 'data_count', 'use_points', 'use_task_count', 'use_favs', 'use_api_count', 'apply_count', 'use_grade', 'audience_type', 'update_time', 'file_count', 'cata_id', 'use_file_count', 'use_scores', 'use_visit']",27,2017-10-11 14:00:04,,"[None, '非物质文化遗产，包括项目名称、项目类别、备注等内容。']",,2017-02-20 09:57:58,2,14,"1,2,3,4,",,,1,1,440600,"包括,内容,项目类别,申报地域,文化遗产,项目,保护单位,地域,申报,项目名称,单位,类别,传承,名称,保护,非物质,代表性传承人,备注,代表性",,,65,FS_KF_ZW_SWGXJ_014,1,4,0,0
,2,,0,0,,2017-04-13 19:10:53,10,2017-04-13 19:10:53,,0.0,,2017-09-23 14:56:47,"['2017-04-13 17:40:09', '2017-04-13 17:39:18', None]",,,,无条件开放,0,,http://www.fsdata.gov.cn/rcservice/doc?doc_id=2617,0,"['子属性：', 'description', 'link_id', 'group_id', 'update_time', 'group_type', 'cata_id', 'group_name']",,,4406003017,,4,2,0,,40146,1,博物馆名录一览表,,,市文化广电新闻出版局（版权局）,,文化休闲,"['40139', '40139', None]",0,10,,0,单位名称|单位地址|经度|纬度,['子元素：'],,,2017-04-13 17:40:09,"1,2,3,4,",sub-7,,2,"['子属性：', 'task_count', 'use_data_count', 'use_comments', 'api_count', 'data_count', 'use_points', 'use_task_count', 'use_favs', 'use_api_count', 'apply_count', 'use_grade', 'audience_type', 'update_time', 'file_count', 'cata_id', 'use_file_count', 'use_scores', 'use_visit']",23,2017-10-11 14:00:04,,"[None, '博物馆名录一览表，包括单位名称、单位地址、经度、纬度等内容。']",,2017-03-06 16:11:26,2,17,"1,2,3,4,",,,1,1,440600,"标准,收费标准,包括,收费,单位名称,一览表,内容,开放,联系电话,单位地址,时间,博物馆,名录,开放时间,经度,纬度",,2017-04-13 19:10:04,70,FS_KF_ZW_SWGXJ_015,1,4,0,0
,2,,0,0,,2017-04-13 15:47:41,10,2017-04-13 15:47:41,,0.0,,2017-09-23 14:56:47,"['2017-04-13 15:47:26', '2017-04-13 15:46:07', None]",,,,无条件开放,0,,http://www.fsdata.gov.cn/rcservice/doc?doc_id=2616,0,"['子属性：', 'description', 'link_id', 'group_id', 'update_time', 'group_type', 'cata_id', 'group_name']",,,4406003041,,4,2,0,,48187,6,工业产品生产许可（市级发证）信息,,,市质量技术监督局,,公共安全,"['48174', '48174', None]",0,10,,0,行政许可决定书文号|项目名称|审批类别|许可内容|行政相对人名称|行政相对人代码|法定代表人姓名|许可决定日期|许可截止期|当前状态|许可机关,['子元素：'],,,2017-04-13 15:47:26,"1,2,3,",sub-6,,2,"['子属性：', 'task_count', 'use_data_count', 'use_comments', 'api_count', 'data_count', 'use_points', 'use_task_count', 'use_favs', 'use_api_count', 'apply_count', 'use_grade', 'audience_type', 'update_time', 'file_count', 'cata_id', 'use_file_count', 'use_scores', 'use_visit']",25,2017-10-11 14:00:04,,"[None, '工业产品生产许可（市级发证）信息，包括行政许可决定书文号、项目名称、审批类别、许可内容、行政相对人名称、行政相对人代码、法定代表人姓名、许可决定日期、许可截止期、当前状态、许可机关等内容。']",,2017-02-21 10:42:30,2,113,"1,2,3,4,",,,1,1,440600,"许可内容,当前,姓名,许可机关,行政,当前状态,代码,截止,机关,行政相对人名称,书文,许可截止期,名称,信息,市级,审批,行政相对人代码,状态,项目,相对,法定代表,决定,生产,项目名称,许可决定日期,工业,类别,法定代表人姓名,发证,产品,人名,日期,许可,行政许可决定书文号,审批类别",,,57,FS_KF_ZW_SZJJ_002,1,4,0,0
,2,,0,0,,2017-04-13 18:34:58,10,2017-04-13 18:34:58,,0.0,,2017-09-23 14:56:47,"['2017-04-13 15:44:52', '2017-04-13 15:43:28', None]",,,,无条件开放,0,,http://www.fsdata.gov.cn/rcservice/doc?doc_id=2611,0,"['子属性：', 'description', 'link_id', 'group_id', 'update_time', 'group_type', 'cata_id', 'group_name']",,,4406003041,,4,2,0,,48133,6,特种设备使用登记（跨区压力管道）信息,,,市质量技术监督局,,公共安全,"['48121', '48121', None]",0,10,,0,行政许可决定书文号|项目名称|审批类别|许可内容|行政相对人名称|行政相对人代码|法定代表人姓名|许可决定日期|许可截止期|许可机关,['子元素：'],,,2017-04-13 15:44:52,"1,2,3,",sub-6,,2,"['子属性：', 'task_count', 'use_data_count', 'use_comments', 'api_count', 'data_count', 'use_points', 'use_task_count', 'use_favs', 'use_api_count', 'apply_count', 'use_grade', 'audience_type', 'update_time', 'file_count', 'cata_id', 'use_file_count', 'use_scores', 'use_visit']",22,2017-10-11 14:00:05,,"[None, '特种设备使用登记（跨区压力管道）信息，包括行政许可决定书文号、项目名称、审批类别、许可内容、行政相对人名称、行政相对人代码、法定代表人姓名、许可决定日期、许可截止期、许可机关等内容。']",,2017-02-21 10:40:09,2,20586,"1,2,3,4,",,,1,1,440600,"许可内容,姓名,许可机关,行政,特种设备,代码,截止,机关,行政相对人名称,书文,使用,许可截止期,名称,信息,审批,行政相对人代码,项目,相对,法定代表,决定,项目名称,许可决定日期,类别,法定代表人姓名,登记,人名,管道,跨区,日期,许可,压力,行政许可决定书文号,审批类别",,2017-04-13 18:32:17,64,FS_KF_ZW_SZJJ_001,1,4,0,0
,2,,0,0,,2017-04-13 10:52:36,10,2017-04-13 10:52:36,,0.0,,2017-09-23 14:56:47,"['2017-04-13 10:51:50', '2017-04-13 10:50:30', None]",,,,无条件开放,0,,http://www.fsdata.gov.cn/rcservice/doc?doc_id=2610,0,"['子属性：', 'description', 'link_id', 'group_id', 'update_time', 'group_type', 'cata_id', 'group_name']",,,4406003041,,4,2,0,,48275,5,产品质量监督抽查不合格信息,,,市质量技术监督局,,公共安全,"['48264', '48264', None]",0,10,,0,企业名称|产品名称|型号规格|生产日期/批号|抽查日期|抽查类别|抽查结果|不合格项目|备注企业名称|产品名称|型号规格|生产日期/批号|抽查日期|抽查类别|抽查结果|不合格项目|备注,['子元素：'],,,2017-04-13 10:51:50,"1,2,3,",sub-6,,1,"['子属性：', 'task_count', 'use_data_count', 'use_comments', 'api_count', 'data_count', 'use_points', 'use_task_count', 'use_favs', 'use_api_count', 'apply_count', 'use_grade', 'audience_type', 'update_time', 'file_count', 'cata_id', 'use_file_count', 'use_scores', 'use_visit']",18,2017-10-11 14:00:07,,"[None, '产品质量监督抽查不合格信息，包括企业名称、产品名称、型号规格、生产日期/批号、抽查日期、抽查类别、抽查结果、不合格项目、备注等内容。']",,2017-02-21 10:47:15,2,337,"1,2,3,4,",,,1,1,440600,"包括,生产日期/批号,不合格,不合格项目,监督,抽查结果,企业名称,产品名称,信息,产品质量,备注企业名称,备注,抽查日期,批号,生产日期,内容,项目,型号,结果,型号规格,类别,抽查,抽查类别,规格,日期",,,61,FS_KF_ZW_SZJJ_004,1,4,0,0
